0.25,0.45,0.65,0.85
0,569.8690584,0,0
616.4004042,0,0,0
1,0,0,36.31245184
0,0,0,0
332.9423595,0,436.7007433,0
0,0,387.4185121,107.8468578
0,4,382.725,0
0,0,0,107.8468578
1329.520269,0,0,4
0,558.8723293,812.7330116,0
0,0,0,0
928.5331274,0,0.142776879,0
283.6103762,348.1145008,123.8809572,0
169.2946134,2.1997451,0,53.66771591
384.045,749.9392415,0,64
0,0,0,0
387.0888758,0,387.0888758,98.35816231
0,0,0,0
0,0,0,61.84511903
0,0,0,0
0,0,0,4.42
37.58705349,0,0,0
156.5595625,0,0,0
32.29293015,0,107.8468578,0
0,0,100,0
0,0,0,0
0,0,58.99100832,0
0,0,0,0
0,0,0,0
0,804.3802161,23.3446275,0
0,0,0,0
879.3539267,0,0,101.9870801
0,0,0,1.493495235
839.6574902,0,0,138.6145331
0,0,149.4008,0
318.8109359,118.4360029,0,0
408.1083656,0,56.21321133,0
0,0,0,157.348108
0,312.1240405,0,0
0,0,1,294.3479197
0,0,0,107.6
107.8468578,0,0,98.35816231
0,413.6985791,0,98.35816231
873.2680728,111.045,0,0
6.68203113,549.9932941,0,0
1312.302003,0,0,0
0,0,0,0
0,0,0,8.98
0,0,0,1282.7
0,256.1835815,0,0
0,0.34,0,0
0,0,0,0
0,0,0,0
60.25793799,0,49.06110629,0
553.8966582,0,0,0
788.16,4.807354922,336.2631412,0
0,0,0,0
524.3939266,0,0,0
381.8333076,0,0,0
0,0,0,72.10079328
0,0,0,0
455.84142,0,0,657.88
0,835.4962204,0,107.9873074
879.8809585,0,0,0
0,0,0,0
334.2618075,0.008555561,0.350889359,9
777.3880037,0,0,98.35816231
0.070136338,0,0,779.5839642
0,0,0,0
0,12.40977157,0,383.337
0,0,1.288197109,0
0,0,0,0
312.4385804,0,0,0
0,353.255,1058.19,0
954.56,0,0,415.3151368
0.034949878,521.5184247,0,0
27.90429828,0,0,0
295.3224479,0,109.9487232,0
0,0,278.415129,0
0,0,0,0
972.22,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
897.7907883,0,0,33.58267979
12.84878519,0,0,0
0,0,0,0
0,964.1584873,0,0
81.98147046,0,0,26.97253533
333.3412512,0,334.06,0
24.82962019,0,163.4302226,0
0,0.308641975,0,0
324.9220049,82.01160939,0,3.56
0,0,0,0
508.4014029,0,0,0
0,0,0,0
98.35816231,0,0,0
0,0,0,299.5540653
1089.422374,0,0,0
